Time,"Latitude, Longitude"
2021/04/17 10:11:32 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:11:33 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:11:34 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:11:48 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:11:49 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:11:50 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:11:50 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:11:51 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:11:55 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:11:56 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:11:59 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:12:07 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:12:07 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:12:09 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:12:09 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:12:22 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:12:22 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:12:24 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:12:24 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:12:28 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:12:28 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:12:34 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:12:34 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:12:47 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:12:47 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:12:51 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:12:51 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:13:26 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:13:40 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:13:45 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:13:47 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:13:50 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:13:51 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:14:19 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:14:19 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:14:21 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:14:24 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:14:29 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:14:29 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:14:36 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:14:36 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:15:06 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:15:07 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:15:08 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:15:10 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:15:10 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:15:12 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:15:12 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:15:19 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:15:19 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:15:25 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:15:29 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:15:29 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:15:32 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:15:41 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:15:41 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:15:55 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:15:55 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:16:08 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:16:08 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:16:31 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:16:31 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:16:46 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:16:47 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:16:55 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:16:56 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:16:57 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:16:57 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:16:58 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:17:05 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:17:06 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:17:08 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:17:12 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:17:34 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:17:35 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:17:43 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:17:44 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:17:44 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:17:57 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:17:58 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:18:06 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:18:34 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:18:34 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:18:48 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:19:22 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:19:38 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:19:39 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:19:45 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:19:46 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:20:30 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:20:32 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:20:41 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:20:45 UTC,"45.187 ± 39.66 meters, 5.744 ± 39.66 meters"
2021/04/17 10:20:46 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:20:58 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:21:00 UTC,"45.187 ± 39.66 meters, 5.745 ± 39.66 meters"
2021/04/17 10:21:14 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:21:24 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:21:30 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:21:30 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
2021/04/17 10:21:32 UTC,"45.187 ± 39.66 meters, 5.743 ± 39.66 meters"
2021/04/17 10:21:32 UTC,"45.187 ± 39.66 meters, 5.746 ± 39.66 meters"
